City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,tual,-5.6667,132.75,300.91,77,100,1.87,ID,1701722162
280,hengshui,37.7322,115.7011,275.52,39,0,1.21,CN,1701722163
281,kharkhorin,47.1975,102.8238,265.02,63,1,10.4,MN,1701722164
282,xilin hot,43.9667,116.0333,270.63,64,34,9.16,CN,1701722164
283,nykarleby,63.5228,22.5307,263.23,98,96,0.91,FI,1701722165
284,toamasina,-18.1667,49.3833,297.15,88,75,1.54,MG,1701722166
285,enewetak,11.3474,162.3373,300.86,73,100,9.59,MH,1701722167
286,la gi,10.6667,107.7833,297.1,89,63,2.26,VN,1701722168
287,maintirano,-18.0667,44.0167,299.8,79,3,2.72,MG,1701722169
288,san andres,12.5847,-81.7006,302.16,79,20,4.63,CO,1701722170
289,luderitz,-26.6481,15.1594,290.88,60,0,8.79,NA,1701722171
290,orchard homes,46.8633,-114.0484,284.42,85,75,1.54,US,1701722172
291,likiep,9.8251,169.3107,300.68,79,93,9.27,MH,1701722173
292,lesosibirsk,58.2358,92.4828,250.32,91,100,4.99,RU,1701722174
293,emerald,-23.5333,148.1667,296.67,87,0,5.3,AU,1701721886
294,verneuil-sur-avre,48.7395,0.9273,281.93,86,100,9.62,FR,1701722175
295,odda,60.0691,6.5457,270.25,95,13,2.07,NO,1701722176
296,vila franca do campo,37.7167,-25.4333,288.38,77,66,2.03,PT,1701722177
297,dubovskoye,47.4092,42.7575,273.43,98,100,4.43,RU,1701722178
298,isangel,-19.55,169.2667,300.47,74,73,3.83,VU,1701722179
299,port-vila,-17.7338,168.3219,300.04,79,100,6.39,VU,1701722180
300,xai-xai,-25.0519,33.6442,294.9,75,0,4.92,MZ,1701722181
301,shadegan,30.6497,48.6647,287.12,35,0,3.7,IR,1701722182
302,xining,36.6167,101.7667,272.17,39,12,0.2,CN,1701721899
303,thames,-37.1333,175.5333,290.22,88,100,2.63,NZ,1701722183
304,eregli,37.5133,34.0467,283.46,53,100,1.2,TR,1701722184
305,andergrove,-21.0833,149.1833,300.18,78,16,4.58,AU,1701722185
306,fort bragg,35.139,-79.006,293.61,36,0,5.66,US,1701722186
307,san antonio de pale,-1.4014,5.6325,299.92,81,100,3.14,GQ,1701722187
308,aykhal,66.0,111.5,235.25,100,99,2.86,RU,1701722003
309,launceston,-41.45,147.1667,287.12,100,100,2.57,AU,1701721946
310,el idrissia,34.4454,2.5275,283.21,39,97,2.25,DZ,1701722190
311,axim,4.8699,-2.2405,299.87,85,9,3.18,GH,1701722190
312,egersund,58.4513,5.9997,272.09,84,90,3.22,NO,1701722191
313,yelizovo,53.1873,158.3805,268.23,100,100,1.0,RU,1701722192
314,horta,38.5333,-28.6333,290.38,72,75,5.66,PT,1701722193
315,berlin,52.5244,13.4105,273.08,83,0,5.66,DE,1701721921
316,las tablas,7.7667,-80.2833,302.67,72,83,5.55,PA,1701722195
317,hadibu,12.65,54.0333,298.3,67,7,7.24,YE,1701722196
318,yung shue wan,22.2333,114.1167,294.05,76,90,0.45,HK,1701722197
319,uturoa,-16.7333,-151.4333,300.07,79,100,9.06,PF,1701722198
320,dali,25.7,100.1833,280.89,88,100,2.06,CN,1701722198
321,san ciro de acosta,21.6333,-99.8167,294.98,63,100,2.15,MX,1701722199
322,wamba,8.9333,8.6,298.66,32,51,1.91,NG,1701722200
323,thief river falls,48.1191,-96.1812,272.11,93,100,0.0,US,1701721929
324,odienne,9.51,-7.5692,298.38,29,8,1.12,CI,1701722202
325,bereeda,11.8704,51.0579,298.17,73,26,5.29,SO,1701722203
326,cabo san lucas,22.8909,-109.9124,303.49,58,0,3.09,MX,1701722141
327,dahme,51.8667,13.4333,272.04,86,100,4.81,DE,1701722205
328,alaghsas,17.0187,8.0168,297.33,15,31,5.22,NE,1701722205
329,pisco,-13.7,-76.2167,294.83,78,99,4.63,PE,1701722156
330,selfoss,63.9331,-20.9971,271.63,71,100,3.47,IS,1701722207
331,usinsk,65.9939,57.5281,247.08,94,34,3.58,RU,1701722208
332,pont rouge,48.8833,-72.0825,264.31,78,99,3.55,CA,1701722209
333,thinadhoo,0.5333,72.9333,300.51,79,85,2.58,MV,1701722210
334,wynyard,-41.0,145.7167,287.46,81,100,0.89,AU,1701722211
335,san sebastian de la gomera,28.0916,-17.1133,293.92,77,20,2.06,ES,1701722211
336,bembibre,42.6177,-6.4155,279.07,96,56,2.35,ES,1701722212
337,nouadhibou,20.931,-17.0347,294.14,73,100,3.6,MR,1701722213
338,san luis de la loma,17.2706,-100.8939,302.29,67,100,3.61,MX,1701722214
339,tocopilla,-22.092,-70.1979,294.58,66,21,4.14,CL,1701721915
340,valle aurina - ahrntal,46.9962,11.9799,268.31,91,100,3.09,IT,1701722216
341,cuyo,10.8525,121.0086,300.74,83,69,4.93,PH,1701722216
342,tarija,-21.5355,-64.7296,294.1,68,75,4.12,BO,1701722217
343,lone grove,34.1754,-97.2628,289.53,29,0,1.54,US,1701722218
344,palu,-0.8917,119.8707,297.03,95,81,1.25,ID,1701722219
345,pemangkat,1.1667,108.9667,297.84,92,100,3.01,ID,1701722220
346,sungai penuh,-2.0833,101.3833,290.82,90,99,1.32,ID,1701722221
347,es castell,39.8795,4.2854,287.53,67,20,4.63,ES,1701722222
348,vilyuysk,63.7553,121.6247,230.93,99,60,1.79,RU,1701722223
349,la passe,45.5549,-0.8967,283.14,61,95,10.73,FR,1701722224
350,shuangjiang,26.1547,109.7138,280.37,94,23,1.09,CN,1701722224
351,mount isa,-20.7333,139.5,296.02,60,3,2.06,AU,1701722225
352,qala i naw,34.9874,63.1289,284.84,17,0,1.42,AF,1701722226
353,zhangye,38.9342,100.4517,271.22,40,38,1.04,CN,1701722227
354,fortuna,40.5982,-124.1573,289.78,90,100,7.2,US,1701722228
355,bayanaul,50.7889,75.6956,268.01,81,98,4.34,KZ,1701722229
356,meraux,29.933,-89.9498,293.16,55,0,4.12,US,1701722230
357,tursunzoda,38.5144,68.2333,285.17,28,10,3.0,TJ,1701722231
358,gwadar,25.1216,62.3254,297.34,34,49,4.71,PK,1701722232
359,igarka,67.4667,86.5833,232.15,99,51,1.59,RU,1701722232
360,chebba,35.2372,11.115,288.41,55,99,8.74,TN,1701722234
361,utrik,11.2278,169.8474,300.35,77,79,8.12,MH,1701722235
362,longview,32.5007,-94.7405,291.12,20,0,3.09,US,1701722235
363,safi,32.1667,-8.8333,289.07,51,97,1.35,MA,1701722236
364,aswan,24.0934,32.907,300.47,34,93,3.64,EG,1701722237
365,halifax,44.6453,-63.5724,274.54,93,75,4.63,CA,1701721638
366,kota belud,6.351,116.4305,297.92,88,100,1.27,MY,1701722239
367,northam,51.0333,-4.2167,283.52,85,98,10.82,GB,1701722241
368,lazaro cardenas,17.9583,-102.2,301.89,64,100,4.11,MX,1701721959
369,necochea,-38.5473,-58.7368,290.05,39,0,6.76,AR,1701722168
370,nemuro,43.3236,145.575,277.55,77,1,6.3,JP,1701722243
371,vadso,70.0744,29.7487,266.24,86,40,3.09,NO,1701722244
372,san jose del guaviare,2.5729,-72.6459,301.54,71,100,1.08,CO,1701722245
373,ribeira brava,32.65,-17.0667,295.38,94,99,4.1,PT,1701722246
374,khabary,53.6259,79.5345,262.61,91,100,4.07,RU,1701722247
375,anuradhapura,8.3565,80.4173,297.66,90,100,3.92,LK,1701722248
376,nanga eboko,4.6833,12.3667,294.13,87,100,1.03,CM,1701722249
377,al wajh,26.2455,36.4525,298.12,73,0,2.06,SA,1701722250
378,kili,5.6439,169.1211,301.06,80,100,8.08,MH,1701722250
379,ranikhet,29.65,79.4167,278.44,84,71,1.59,IN,1701722251
380,whitehorse,60.7161,-135.0538,265.43,85,75,5.14,CA,1701722211
381,akureyri,65.6835,-18.0878,261.11,85,0,1.54,IS,1701722253
382,chernyshevskiy,63.0128,112.4714,234.46,97,88,2.45,RU,1701722254
383,ende,-8.8432,121.6623,299.42,88,74,0.81,ID,1701722256
384,dauphin,51.1494,-100.0502,268.23,80,0,1.03,CA,1701722257
385,sabang,5.8933,95.3214,300.21,80,100,4.4,ID,1701722257
386,barmer,25.75,71.3833,291.13,30,0,3.67,IN,1701722259
387,odiongan,12.4017,121.9919,299.54,86,36,1.78,PH,1701722260
388,xiaoweizhai,26.1903,107.5125,281.87,95,61,0.85,CN,1701722261
389,antofagasta,-23.65,-70.4,293.75,66,5,4.02,CL,1701722262
390,kendari,-3.945,122.4989,297.31,94,21,1.41,ID,1701722263
391,bengkulu,-3.8004,102.2655,297.04,93,100,1.6,ID,1701722264
392,bahia blanca,-38.7196,-62.2724,299.16,13,0,3.58,AR,1701722261
393,mercedes,-34.6515,-59.4307,293.17,35,71,5.71,AR,1701722084
394,redencao,-4.2258,-38.7306,300.55,70,21,2.82,BR,1701722266
395,ghanzi,-21.5667,21.7833,302.68,17,79,3.04,BW,1701722267
396,sipote,47.4667,27.2167,273.11,76,9,2.53,RO,1701722268
397,barro,-6.7167,-38.8667,304.83,31,22,1.77,BR,1701722269
398,the pas,53.8251,-101.2541,266.16,93,100,1.03,CA,1701722270
399,carsamba,41.1989,36.7219,285.01,100,75,2.06,TR,1701722270
400,mariehamn,60.0973,19.9348,269.72,92,100,0.51,AX,1701722271
401,yeed,4.55,43.0333,300.53,39,90,1.94,SO,1701722272
402,fisterra,42.9049,-9.2629,282.45,58,9,4.48,ES,1701722273
403,cockburn town,21.4612,-71.1419,300.13,65,40,4.12,TC,1701722274
404,dryden,49.7833,-92.7503,272.31,80,100,1.03,CA,1701722275
405,sassandra,4.95,-6.0833,299.72,87,2,2.71,CI,1701722058
406,uliastay,47.7417,96.8444,254.8,91,11,2.81,MN,1701722276
407,jiaojiang,28.6803,121.4428,283.15,92,1,2.1,CN,1701722277
408,haiku-pauwela,20.9219,-156.3051,300.47,64,20,7.72,US,1701722278
409,san antonio oeste,-40.7319,-64.9477,298.84,18,0,2.87,AR,1701722279
410,vangaindrano,-23.35,47.6,296.15,78,100,1.99,MG,1701722280
411,zarichne,51.8126,26.129,268.61,95,100,3.1,UA,1701722281
412,shimoda,34.6667,138.95,280.43,61,100,1.16,JP,1701722282
413,yashkino,55.8736,85.4265,251.31,96,98,2.09,RU,1701722283
414,bakanas,44.8081,76.2772,276.56,67,47,2.96,KZ,1701722283
415,porto novo,6.4965,2.6036,302.05,81,0,3.24,BJ,1701722284
416,laguna,38.421,-121.4238,292.2,71,0,1.54,US,1701722285
417,mount gambier,-37.8333,140.7667,287.88,86,36,0.56,AU,1701722286
418,ilha de mocambique,-15.0342,40.7358,299.88,72,80,2.38,MZ,1701722287
419,chonchi,-42.6128,-73.8092,291.71,56,27,2.88,CL,1701722288
420,vakarai,55.6035,23.8213,267.44,96,59,2.99,LT,1701722289
421,montego bay,18.4712,-77.9188,303.59,74,20,7.72,JM,1701722040
422,tazacorte,28.629,-17.9293,292.69,96,40,2.06,ES,1701722291
423,tilcara,-23.5776,-65.3509,283.18,89,92,2.05,AR,1701722292
424,zaigrayevo,51.8336,108.2703,267.16,75,78,7.54,RU,1701722293
425,arauca,7.0847,-70.7591,305.06,51,86,1.96,CO,1701722277
426,cold springs,39.6802,-119.9766,287.09,44,0,2.06,US,1701722295
427,byron bay,-28.65,153.6167,294.66,79,36,2.85,AU,1701722296
428,mount pearl,47.5166,-52.7813,273.79,96,100,6.69,CA,1701722178
429,dingcheng,32.1272,115.0394,281.02,47,0,3.45,CN,1701722297
430,mogocha,53.7333,119.7667,260.75,96,100,1.08,RU,1701722122
431,celendin,-6.8703,-78.1517,295.44,64,100,3.69,PE,1701722299
432,sant lluis,39.8526,4.2594,287.37,67,20,4.63,ES,1701722300
433,kapuskasing,49.4169,-82.4331,268.2,58,75,3.6,CA,1701722301
434,gypsum,39.6469,-106.9517,281.46,49,20,7.72,US,1701722302
435,jabor,5.921,169.6434,301.3,80,100,8.79,MH,1701722303
436,revda,56.801,59.9303,269.68,87,98,6.61,RU,1701722304
437,tselinnoye,53.0833,85.6667,263.11,94,100,1.24,RU,1701722305
438,vernon,50.2581,-119.2691,277.38,89,100,1.54,CA,1701722306
439,aral,40.5156,81.2636,275.22,38,1,1.07,CN,1701722307
440,quezon,7.7303,125.0989,295.26,90,94,0.93,PH,1701722308
441,itaituba,-4.2761,-55.9836,300.24,74,100,10.8,BR,1701722309
442,fuglafjordur,62.244,-6.814,275.41,63,100,7.12,FO,1701722310
443,aktau,43.65,51.2,281.47,82,100,3.3,KZ,1701722311
444,oamaru,-45.0784,170.9801,285.58,81,94,5.98,NZ,1701722312
445,hithadhoo,-0.6,73.0833,300.34,80,50,2.42,MV,1701722313
446,lubango,-14.9172,13.4925,288.69,96,96,1.13,AO,1701722314
447,callao,-12.0667,-77.15,295.31,68,75,4.63,PE,1701722315
448,severo-yeniseyskiy,60.3725,93.0408,246.65,97,100,2.74,RU,1701722315
449,rongelap,11.1635,166.8941,300.88,72,90,8.65,MH,1701722316
450,oranjemund,-28.55,16.4333,289.26,86,1,7.76,NA,1701722317
451,keetmanshoop,-26.5833,18.1333,299.66,12,12,6.17,NA,1701722318
452,tangalle,6.024,80.7911,298.37,92,99,3.09,LK,1701722319
453,taksimo,56.3444,114.8794,259.53,96,100,0.27,RU,1701722320
454,satsuma,30.8532,-88.0561,293.87,49,98,3.29,US,1701722056
455,bangassou,4.7413,22.8184,293.07,97,53,0.76,CF,1701722321
456,andong,36.5656,128.725,272.44,69,88,0.96,KR,1701722322
457,'ain benian,36.8028,2.9219,286.18,73,100,3.65,DZ,1701722323
458,alta,69.9689,23.2717,264.37,86,0,2.57,NO,1701722264
459,yaren,-0.5472,166.916,301.2,78,92,6.99,NR,1701722325
460,erenhot,43.6475,111.9767,271.12,62,2,7.72,CN,1701722326
461,tyukhtet,56.5389,89.3011,251.47,92,100,4.74,RU,1701722327
462,calvinia,-31.4707,19.776,288.34,49,0,2.71,ZA,1701722328
463,tanout,14.9709,8.8879,296.91,16,100,4.93,NE,1701722329
464,seelbach,48.3167,7.95,278.73,92,75,3.6,DE,1701722330
465,nikolayevsk-on-amure,53.1406,140.73,256.11,99,72,1.52,RU,1701722122
466,laredo,27.5064,-99.5075,298.31,36,0,2.57,US,1701722206
467,amol,36.4696,52.3507,288.49,42,0,1.22,IR,1701722333
468,namsos,64.4662,11.4957,268.18,85,100,8.23,NO,1701722334
469,quellon,-43.1167,-73.6167,286.76,74,4,5.89,CL,1701722334
470,itoman,26.1247,127.6694,295.36,88,75,6.69,JP,1701722335
471,zadar,44.1197,15.2422,278.49,65,20,2.06,HR,1701722336
472,araguaina,-7.1911,-48.2072,302.74,56,100,1.83,BR,1701722338
473,rodolfo sanchez taboada,31.7167,-116.5667,292.09,62,90,0.89,MX,1701722339
474,abu jibeha,11.4562,31.2285,301.24,27,14,3.74,SD,1701722340
475,trondheim,63.4305,10.3951,268.2,90,31,1.84,NO,1701722160
476,zhosaly,45.4878,64.0781,280.46,65,100,4.46,KZ,1701722341
477,morehead city,34.7229,-76.726,291.52,77,0,5.66,US,1701722342
478,ginebra,46.2022,6.1457,279.4,96,75,1.34,CH,1701722343
479,johnstown,40.3267,-78.922,279.43,74,100,4.12,US,1701722044
480,longonjo,-12.9067,15.2533,290.85,96,99,1.06,AO,1701722049
481,klaksvik,62.2266,-6.589,275.66,64,100,7.79,FO,1701722346
482,kutum,14.2,24.6667,293.05,15,99,3.81,SD,1701722347
483,labis,2.385,103.021,296.7,97,97,0.28,MY,1701722348
484,gagarin,55.5529,34.9954,260.33,97,97,2.07,RU,1701722349
485,balabac,7.9868,117.0645,299.96,84,100,3.55,PH,1701722349
486,karatas,36.582,35.3701,292.23,58,100,6.19,TR,1701722350
487,yorkton,51.2167,-102.4677,268.06,86,20,1.03,CA,1701722213
488,dunedin,-45.8742,170.5036,283.6,84,93,2.24,NZ,1701722306
489,castillos,-34.1667,-53.8333,289.83,55,0,4.24,UY,1701722353
490,port douglas,-16.4833,145.4667,299.75,82,60,3.04,AU,1701722354
491,vorkuta,67.5,64.0,246.0,93,5,2.83,RU,1701722355
492,laramie,41.3114,-105.5911,281.36,39,20,11.83,US,1701722356
493,susuman,62.7833,148.1667,230.36,100,98,0.89,RU,1701722356
494,calca,-13.3333,-71.95,295.79,71,98,3.4,PE,1701722358
495,lidkoping,58.5052,13.1577,267.16,97,93,1.38,SE,1701722359
496,saudarkrokur,65.7461,-19.6394,269.82,69,73,2.98,IS,1701722360
497,qa'en,33.7265,59.1844,281.55,22,0,1.94,IR,1701722361
498,zaio,34.9428,-2.7329,287.14,61,96,1.19,MA,1701722362
499,paka,4.6374,103.4368,298.12,91,88,1.03,MY,1701722363
500,karacoban,39.3492,42.1124,275.36,67,100,0.77,TR,1701722364
501,polyarnyy,69.1989,33.4478,263.37,92,78,2.33,RU,1701722365
502,mana,5.6592,-53.7767,300.21,81,16,4.64,GF,1701722366
503,rio grande,-32.035,-52.0986,295.21,64,30,7.3,BR,1701722350
504,port saint john's,-31.6229,29.5448,293.16,89,100,4.69,ZA,1701722368
505,coahuayana de hidalgo,18.7,-103.6583,303.58,50,100,1.64,MX,1701722369
506,contramaestre,20.2978,-76.2414,302.02,59,31,3.26,CU,1701722370
507,keminmaa,65.8596,24.8228,258.02,85,0,0.51,FI,1701722371
508,sirpur,19.4833,79.6,295.11,83,100,2.44,IN,1701722372
509,guadalupe y calvo,26.1,-106.9667,290.64,15,0,3.42,MX,1701722373
510,gidam,18.9833,81.4,294.42,79,98,2.45,IN,1701722374
511,la leonesa,-27.0379,-58.7035,294.16,87,100,3.22,AR,1701722375
512,linxia chengguanzhen,35.6003,103.2064,274.27,42,22,1.0,CN,1701722376
513,mumbai,19.0144,72.8479,300.14,83,20,2.57,IN,1701722109
514,juegang,32.3174,121.1855,280.54,67,0,2.45,CN,1701722377
515,bandar lampung,-5.4254,105.258,297.25,91,100,1.16,ID,1701722378
516,bereket,39.2446,55.5154,286.92,33,4,0.35,TM,1701722379
517,lata,40.1629,-8.3327,286.93,77,91,1.93,PT,1701722380
518,lodwar,3.1191,35.5973,302.75,36,0,6.34,KE,1701722381
519,tyre,33.2733,35.1939,296.6,54,87,1.34,LB,1701722383
520,suva,-18.1416,178.4415,299.86,83,40,0.0,FJ,1701722383
521,turbat,26.0023,63.044,293.81,20,1,4.53,PK,1701722384
522,mil'kovo,55.6078,37.7956,263.88,99,25,2.5,RU,1701722385
523,wuwei,37.9281,102.6414,273.64,34,0,0.33,CN,1701722386
524,sur,22.5667,59.5289,297.68,61,4,4.12,OM,1701722387
525,novodvinsk,64.4165,40.8122,259.01,97,98,0.63,RU,1701722388
526,el fasher,13.6279,25.3494,296.49,13,100,3.64,SD,1701722389
527,hilo,19.7297,-155.09,301.0,65,20,1.34,US,1701722299
528,teluk nibung,3.001,99.8164,298.44,92,100,2.51,ID,1701722391
529,murud,18.3258,72.965,297.86,67,90,2.12,IN,1701722392
530,brisas de zicatela,15.8369,-97.0419,303.44,54,0,3.09,MX,1701722393
531,juba,4.8517,31.5825,298.94,63,49,1.63,SS,1701722394
532,bac lieu,9.285,105.7244,298.56,88,100,5.09,VN,1701722395
533,brookings,44.3114,-96.7984,277.62,83,100,4.12,US,1701722396
534,katsuren-haebaru,26.3369,127.8719,295.36,88,75,5.66,JP,1701722396
535,nogliki,51.8333,143.1667,263.34,96,98,1.79,RU,1701722397
536,worland,44.0169,-107.9554,279.79,74,75,3.09,US,1701722398
537,botshabelo,-29.2702,26.7052,294.8,44,52,0.85,ZA,1701722399
538,maydanshakhr,34.3956,68.8662,276.98,24,0,1.57,AF,1701722400
539,lumut,4.2323,100.6298,299.03,88,95,1.31,MY,1701722401
540,tevriz,57.509,72.4042,256.57,93,100,4.1,RU,1701722402
541,guayaramerin,-10.8368,-65.3614,300.62,79,98,1.22,BO,1701722403
542,sao jose da coroa grande,-8.8978,-35.1478,299.69,82,80,4.9,BR,1701722404
543,banff,51.1762,-115.5698,276.72,55,98,3.09,CA,1701722405
544,sittwe,20.15,92.9,297.82,74,100,2.34,MM,1701722406
545,newman,37.3138,-121.0208,289.9,11,67,2.35,US,1701722407
546,wabern,51.1,9.35,272.84,100,100,1.54,DE,1701722408
547,kerema,-7.9631,145.7785,298.96,89,99,1.25,PG,1701722409
548,brokopondo,4.75,-55.1667,303.93,57,32,1.45,SR,1701722410
549,swakopmund,-22.6833,14.5333,290.62,78,22,0.89,NA,1701722236
550,agios nikolaos,35.1914,25.7133,290.24,73,1,1.02,GR,1701722411
551,colonia,50.9333,6.95,276.9,90,75,5.14,DE,1701722412
552,mejit,10.2753,170.8646,300.62,79,38,9.65,MH,1701722414
553,marquette,46.5333,-87.6335,274.4,69,35,0.89,US,1701722415
554,pechory,57.8164,27.6119,258.85,99,96,1.03,RU,1701722416
555,sao vicente,-23.9631,-46.3919,300.25,51,100,2.06,BR,1701722416
556,sona,45.4388,10.8255,275.34,94,75,0.51,IT,1701722417
557,taroa,8.7058,171.2275,300.9,80,85,9.44,MH,1701722418
558,bako,5.7833,36.5667,292.85,60,8,1.73,ET,1701722420
559,springbok,-29.6643,17.8865,288.11,46,0,2.2,ZA,1701722421
560,abasolo,20.45,-101.5167,288.93,66,100,1.81,MX,1701722422
561,robertsport,6.7533,-11.3686,300.7,81,26,3.59,LR,1701722423
